monto_prestamo,plazo,tasa_interes,trabajo_prestatario,antiguedad_prestatario,estatus_vivienda,ingreso_anual,estatus_verif_ingreso,fecha_prestamo,estatus_prestamo,tipo_prestamo,estado_vive,proporcion_pagos,pagos_recib,cargos_atrasados,pagos_mes_anterior,meses_mala_calif,tipo_solicitud,ingreso_conjunto,cuentas_mora,saldo_total,saldo_plazos,hipotecas,metodo_recibe_pago
4425,36 months,7.02,OPERATIONS MANAGER,10+ years,MORTGAGE,72000,Not Verified,01-12-2018,Current,Debt consolidation,SD,15.9,271.63,0,01-02-2019,59,Individual,,0,27417,22726,0,Cash
10000,36 months,6.46,Sr Project Manager,5 years,RENT,80800,Not Verified,01-12-2018,Current,Credit card refinancing,AZ,7.25,609.03,0,01-02-2019,55,Individual,,0,23238,13371,0,DirectPay
6000,36 months,12.98,Campus Supervisor,2 years,RENT,30000,Not Verified,01-12-2018,Current,Credit card refinancing,CA,8.2,399.89,0,01-02-2019,,Individual,,0,6917,0,0,Cash
15000,36 months,15.02,teacher,6 years,MORTGAGE,100000,Source Verified,01-12-2018,Current,Home improvement,CA,9.75,1027.74,0,01-02-2019,,Individual,,0,293661,25000,4,Cash
7500,36 months,7.56,Senior Designer,5 years,RENT,74000,Not Verified,01-12-2018,Current,Moving and relocation,NJ,8.13,463.87,0,01-02-2019,,Joint App,199000,0,18305,15998,0,Cash
20000,36 months,6.46,Administrator/Director of Nursing,3 years,MORTGAGE,120000,Verified,01-12-2018,Current,Debt consolidation,FL,9.33,1218.06,0,01-02-2019,,Individual,,0,351343,30230,4,DirectPay
18000,60 months,10.33,Investigator,8 years,MORTGAGE,60000,Source Verified,01-12-2018,Current,Debt consolidation,TX,49.6,760.43,0,01-02-2019,,Joint App,110000,0,182682,84929,2,Cash
1600,36 months,17.97,,n/a,MORTGAGE,80000,Not Verified,01-12-2018,Current,Home improvement,MI,9.41,114.04,0,01-02-2019,,Individual,,0,65816,2566,1,Cash
5500,36 months,8.19,Sr. Cyber Technician,10+ years,OWN,102090,Source Verified,01-12-2018,Current,Debt consolidation,FL,22.63,356.95,0,01-02-2019,,Individual,,0,50811,13936,0,Cash
28000,60 months,12.98,Teacher,1 year,MORTGAGE,38000,Verified,01-12-2018,Current,Debt consolidation,AL,46.78,1253.41,0,01-02-2019,,Joint App,120500,0,369243,71750,3,Cash
30000,60 months,8.19,Registered Nurse case Manager,4 years,OWN,100000,Not Verified,01-12-2018,Current,Credit card refinancing,NJ,17.13,1208.41,0,01-02-2019,,Individual,,0,93612,63975,0,DirectPay
20000,36 months,6.46,Physical Therapist,2 years,RENT,98000,Not Verified,01-12-2018,Current,Debt consolidation,NJ,4.18,1784.03,0,01-02-2019,,Individual,,0,25411,6256,0,DirectPay
20000,36 months,15.02,production Manager,< 1 year,RENT,70000,Verified,01-12-2018,Current,Debt consolidation,CA,38.21,1370.33,0,01-02-2019,71,Individual,,0,73686,61802,1,Cash
3500,36 months,8.19,911Operator,2 years,RENT,30000,Source Verified,01-12-2018,Current,Credit card refinancing,NJ,24.52,230.04,0,01-02-2019,,Individual,,0,51910,49308,0,DirectPay
33000,60 months,16.91,Registered Nurse,1 year,MORTGAGE,58000,Source Verified,01-12-2018,Current,Debt consolidation,AL,4.16,1606.08,0,01-02-2019,13,Individual,,0,135805,5824,1,Cash
15000,36 months,20.89,,n/a,OWN,49992,Not Verified,01-12-2018,Current,Car financing,MD,33.01,1154.68,0,01-02-2019,,Individual,,0,46794,20717,0,Cash
7000,36 months,8.81,manager,1 year,RENT,47000,Not Verified,01-12-2018,Current,Debt consolidation,GA,17.29,453.91,0,01-02-2019,62,Individual,,0,88303,81748,0,Cash
10000,36 months,10.72,Research Assistant,5 years,RENT,48000,Not Verified,01-12-2018,Current,Other,CO,19.78,927.59,0,01-02-2019,,Individual,,0,108540,88734,0,Cash
20000,60 months,16.14,janitor,3 years,OWN,55000,Verified,01-12-2018,Current,Debt consolidation,IL,16.21,957.79,0,01-02-2019,,Individual,,0,49972,10030,1,Cash
5000,36 months,18.94,Medical Assistant,2 years,RENT,48000,Source Verified,01-12-2018,Current,Debt consolidation,FL,22.93,387.31,0,01-02-2019,15,Individual,,0,57317,56016,0,Cash
11500,36 months,15.02,Field sales,5 years,OWN,110000,Not Verified,01-12-2018,Current,Debt consolidation,OH,25.54,787.94,0,01-02-2019,,Individual,,0,66938,53146,0,Cash
1000,36 months,23.4,,< 1 year,RENT,55380,Source Verified,01-11-2018,Current,Other,CT,2.88,129.16,15,01-02-2019,,Individual,,0,3378,3378,0,Cash
15000,36 months,8.19,Manager Tradeshows & Events,1 year,RENT,80000,Source Verified,01-12-2018,Current,Debt consolidation,CA,18.72,975.7,0,01-02-2019,,Individual,,0,52726,37989,0,DirectPay
12000,36 months,6.46,Teacher,< 1 year,OWN,36000,Verified,01-12-2018,Current,Debt consolidation,TN,11.13,730.83,0,01-02-2019,,Individual,,0,14547,0,1,DirectPay
3200,36 months,8.19,Environmental Analyst,5 years,RENT,85000,Not Verified,01-11-2018,Current,Debt consolidation,NY,10.46,298.77,0,01-02-2019,,Individual,,0,22203,9370,0,Cash
40000,60 months,17.97,Manager,5 years,RENT,89000,Verified,01-11-2018,Current,Major purchase,SC,9.07,2030.18,0,01-02-2019,,Individual,,0,17140,14202,0,Cash
7500,36 months,11.8,Teacher,10+ years,OWN,103000,Not Verified,01-11-2018,Current,Credit card refinancing,CA,20.18,735.37,0,01-02-2019,39,Individual,,0,319665,162426,1,Cash
35000,36 months,8.19,Administrative,9 years,MORTGAGE,80000,Verified,01-11-2018,Current,Debt consolidation,MA,34.89,3267.7,0,01-02-2019,,Individual,,0,246486,56677,5,DirectPay
7500,36 months,20.89,,< 1 year,MORTGAGE,114000,Not Verified,01-11-2018,Current,Other,FL,18.82,557.73,0,01-02-2019,58,Individual,,0,295116,34404,1,Cash
20000,36 months,7.02,CEO,10+ years,MORTGAGE,110000,Not Verified,01-11-2018,Current,Credit card refinancing,WA,9.2,1837.59,0,01-02-2019,75,Individual,,0,35081,17010,2,DirectPay
36000,60 months,11.8,,< 1 year,RENT,67000,Source Verified,01-11-2018,Current,Home improvement,CO,8.02,2344.31,0,01-02-2019,,Joint App,134000,0,12640,0,0,Cash
10000,36 months,11.8,Nurse,10+ years,RENT,75000,Not Verified,01-11-2018,Current,Debt consolidation,NJ,16.21,980.46,0,01-02-2019,70,Individual,,0,22585,14319,1,Cash
25000,36 months,16.14,Customer Service,5 years,RENT,45000,Verified,01-11-2018,Current,Debt consolidation,IL,19.97,2597.15,0,01-02-2019,44,Individual,,0,24112,0,1,DirectPay
5000,36 months,11.31,Project Administrator,2 years,MORTGAGE,27800,Verified,01-11-2018,Current,Other,IL,29.15,487.01,0,01-02-2019,60,Joint App,91300,0,271936,10394,2,Cash
15575,60 months,15.02,executive director,10+ years,OWN,138000,Not Verified,01-11-2018,Current,Debt consolidation,NY,22.43,1086.11,0,01-02-2019,,Individual,,0,93276,24403,0,Cash
10000,36 months,8.81,,n/a,RENT,51600,Verified,01-11-2018,Current,Moving and relocation,NC,18.79,636.69,0,01-02-2019,,Individual,,0,18359,9844,0,Cash
10000,36 months,11.8,,< 1 year,RENT,75000,Not Verified,01-11-2018,Current,Debt consolidation,TX,11.38,987.01,0,01-02-2019,,Individual,,0,264824,253028,0,DirectPay
25000,60 months,11.8,Manager,10+ years,MORTGAGE,48500,Not Verified,01-11-2018,Current,Debt consolidation,GA,29.5,1098.99,0,01-02-2019,,Individual,,0,163746,104711,3,Cash
10000,36 months,16.14,,n/a,MORTGAGE,43272,Not Verified,01-11-2018,Current,Debt consolidation,WV,12.59,1047.84,0,01-02-2019,31,Individual,,0,14679,9859,0,Cash
35000,36 months,8.81,Director Med Surg Contracts,10+ years,MORTGAGE,122000,Verified,01-11-2018,Current,Debt consolidation,FL,29.65,3175.53,0,01-02-2019,62,Individual,,0,245343,58593,2,Cash
10000,36 months,11.31,Warehouse Clerk,10+ years,MORTGAGE,42000,Source Verified,01-11-2018,Current,Debt consolidation,CA,19.97,980.3,0,01-02-2019,,Individual,,0,29298,19949,1,Cash
20400,36 months,13.56,foreman,8 years,RENT,105878,Source Verified,01-11-2018,Current,Debt consolidation,NY,13.91,2063.27,0,01-02-2019,,Individual,,0,36338,19620,0,Cash
20000,60 months,16.14,Quality control,4 years,MORTGAGE,65000,Source Verified,01-11-2018,Current,Credit card refinancing,IN,15.79,1445.65,0,01-02-2019,,Joint App,95000,0,127210,40118,4,Cash
12000,60 months,11.8,,< 1 year,MORTGAGE,50000,Not Verified,01-11-2018,Current,Debt consolidation,CA,10.61,781.46,0,01-02-2019,,Individual,,0,16581,4266,0,Cash
3500,36 months,15.02,Coordinator,5 years,MORTGAGE,60000,Source Verified,01-11-2018,Current,Home improvement,VA,20.38,364.12,0,01-02-2019,20,Individual,,0,352127,32333,2,Cash
15000,60 months,10.47,Farmer,6 years,MORTGAGE,46000,Verified,01-11-2018,Current,Credit card refinancing,VT,19.28,957.85,0,01-02-2019,,Individual,,0,151622,10583,1,Cash
20000,36 months,8.81,,< 1 year,MORTGAGE,150000,Verified,01-11-2018,Current,Debt consolidation,CA,2.04,1892.9,0,01-02-2019,,Individual,,0,786236,10633,2,Cash
12000,36 months,7.21,Technical Support Engineer,4 years,RENT,49000,Source Verified,01-11-2018,Current,Debt consolidation,NC,24.08,1110.23,0,01-02-2019,,Individual,,0,51673,47380,0,Cash
35000,60 months,14.47,,< 1 year,MORTGAGE,250000,Not Verified,01-11-2018,Current,Debt consolidation,NC,3.84,1786.58,0,01-02-2019,,Individual,,0,20880,16878,0,Cash
15500,36 months,8.81,Liquor Store Manager,4 years,MORTGAGE,51000,Verified,01-11-2018,Current,Credit card refinancing,MN,18.31,1009.61,0,01-02-2019,,Joint App,69000,0,105185,11640,1,Cash
40000,60 months,10.72,Operations manager,5 years,MORTGAGE,166000,Verified,01-11-2018,Current,Debt consolidation,IL,8.03,2568.57,0,01-02-2019,,Individual,,0,356298,2689,2,Cash
6000,36 months,7.02,Principal,3 years,MORTGAGE,130000,Not Verified,01-11-2018,Current,Home improvement,TX,2.03,553.62,0,01-02-2019,53,Individual,,0,7755,0,3,Cash
5000,36 months,12.98,Postmaster,10+ years,MORTGAGE,94184,Source Verified,01-11-2018,Current,Home improvement,CA,28.47,501.68,0,01-02-2019,,Individual,,0,367410,24458,5,Cash
15000,36 months,8.81,Finisher,1 year,OWN,80000,Source Verified,01-11-2018,Current,Credit card refinancing,TX,24.87,1383,0,01-02-2019,9,Individual,,0,31516,25403,0,Cash
40000,36 months,8.19,Attorney,10+ years,MORTGAGE,185000,Source Verified,01-11-2018,Current,Debt consolidation,CA,6.21,3752.71,0,01-02-2019,59,Individual,,0,776033,6568,3,Cash
9500,36 months,18.94,Assistant Store Manager,1 year,MORTGAGE,70000,Source Verified,01-11-2018,Current,Debt consolidation,PA,29.14,1033.85,0,01-02-2019,,Individual,,0,401918,212174,4,Cash
30000,60 months,10.33,Executive Director,7 years,MORTGAGE,115000,Source Verified,01-11-2018,Current,Debt consolidation,GA,12.65,1310.43,0,01-02-2019,,Individual,,0,370294,37685,3,Cash
5000,36 months,8.81,Branch Manager,10+ years,RENT,53000,Not Verified,01-11-2018,Current,Credit card refinancing,KY,18.18,473.23,0,01-02-2019,,Individual,,0,73280,69322,0,Cash
14000,36 months,8.81,Truck driver,2 years,RENT,55000,Source Verified,01-11-2018,Current,Debt consolidation,CO,20.23,1325.03,0,01-02-2019,,Individual,,0,36459,23277,0,DirectPay
24000,36 months,7.56,Dairy Herdsman,10+ years,OWN,35000,Not Verified,01-11-2018,Current,Debt consolidation,PA,26.44,2231.58,0,01-02-2019,,Individual,,0,29082,1784,0,DirectPay
11200,60 months,13.56,Fire Inspector,1 year,OWN,50000,Source Verified,01-11-2018,Current,Credit card refinancing,AZ,15.48,719.34,0,01-02-2019,,Individual,,0,41826,35243,0,Cash
6000,36 months,8.19,RN,2 years,MORTGAGE,90000,Not Verified,01-11-2018,Current,Debt consolidation,KY,12.96,560.19,0,01-02-2019,,Individual,,0,28021,9992,0,Cash
26000,60 months,14.47,Supervisor,10+ years,RENT,65000,Not Verified,01-11-2018,Current,Debt consolidation,VA,20.42,1792.19,0,01-02-2019,,Individual,,0,41572,24643,0,Cash
10000,36 months,10.33,Carpenter,10+ years,RENT,52000,Not Verified,01-11-2018,Current,Debt consolidation,NV,9.32,961.21,0,01-02-2019,,Individual,,0,11419,3569,2,Cash
10000,60 months,13.56,Lead dock man,10+ years,MORTGAGE,65000,Verified,01-11-2018,Current,Debt consolidation,NJ,23.12,676.16,0,01-02-2019,,Individual,,0,228471,28061,2,Cash
10000,36 months,7.56,Legal Assistant,10+ years,MORTGAGE,87000,Source Verified,01-11-2018,Current,Debt consolidation,SC,10.68,925.62,0,01-02-2019,,Individual,,0,19712,12466,1,DirectPay
18500,36 months,10.33,,n/a,MORTGAGE,67500,Not Verified,01-11-2018,Current,Debt consolidation,MS,35.41,1778.23,0,01-02-2019,,Individual,,0,148063,58079,1,DirectPay
6500,36 months,6.46,Teacher,6 years,MORTGAGE,46000,Not Verified,01-11-2018,Current,Debt consolidation,GA,2.66,405.23,0,01-02-2019,,Individual,,0,229925,83323,1,DirectPay
10000,36 months,7.56,Billing Specialist,10+ years,MORTGAGE,50000,Not Verified,01-11-2018,Current,Debt consolidation,MA,12.67,925.62,0,01-02-2019,62,Individual,,0,111869,140,2,Cash
12000,60 months,12.98,Tax Senior,< 1 year,RENT,85000,Source Verified,01-11-2018,Current,Debt consolidation,CA,20.33,588.34,0,01-02-2019,38,Individual,,0,56502,30107,1,Cash
12000,60 months,10.72,Partner Development Manager,2 years,MORTGAGE,99000,Not Verified,01-11-2018,Current,Home improvement,NJ,9.71,759.85,0,01-02-2019,,Individual,,0,73888,65037,0,Cash
16000,36 months,13.56,Real Estate Consultant,6 years,RENT,75000,Not Verified,01-11-2018,Current,Other,MA,20.96,1600.16,0,01-02-2019,45,Individual,,0,324759,313644,1,Cash
15000,36 months,8.81,,< 1 year,MORTGAGE,60000,Not Verified,01-11-2018,Current,Debt consolidation,FL,11.14,1408.69,0,01-02-2019,46,Joint App,110000,0,80761,0,1,Cash
16000,60 months,12.98,Expert Engineering Operations Analyst,5 years,MORTGAGE,136000,Source Verified,01-11-2018,Current,Credit card refinancing,NJ,32.26,1062.83,0,01-02-2019,,Joint App,222000,0,509718,129489,2,Cash
11000,36 months,11.31,Flight Attendant,4 years,RENT,75000,Not Verified,01-11-2018,Current,Credit card refinancing,FL,14.5,1067.97,0,01-02-2019,9,Individual,,0,25174,14722,0,DirectPay
5600,36 months,11.31,Reception,3 years,RENT,31000,Not Verified,01-11-2018,Current,Credit card refinancing,NY,33.99,543.71,0,01-02-2019,19,Individual,,0,29354,21890,0,Cash
6000,36 months,8.81,collector,2 years,RENT,50000,Not Verified,01-11-2018,Current,Debt consolidation,FL,6.37,563.47,0,01-02-2019,,Individual,,0,4358,1544,0,Cash
10000,36 months,6.46,,n/a,MORTGAGE,45000,Not Verified,01-11-2018,Current,Credit card refinancing,OR,4.05,909.96,0,01-02-2019,,Individual,,0,265265,0,3,DirectPay
5000,36 months,8.19,Manager,6 years,MORTGAGE,95500,Verified,01-11-2018,Current,Major purchase,PA,16.35,465.7,0,01-02-2019,,Individual,,0,65212,9537,1,Cash
8000,36 months,7.56,Lead installer,10+ years,MORTGAGE,75000,Source Verified,01-11-2018,Current,Debt consolidation,CA,14.88,742.2,0,01-02-2019,,Individual,,0,322139,33698,1,Cash
5000,36 months,19.92,,n/a,RENT,95000,Source Verified,01-11-2018,Current,Other,NY,6.64,548.56,0,01-02-2019,,Individual,,0,13083,2731,0,Cash
14000,36 months,8.19,Admin specialist 3,4 years,MORTGAGE,65000,Source Verified,01-11-2018,Current,Debt consolidation,NJ,12.54,1310.26,0,01-02-2019,41,Joint App,115000,0,242714,13898,2,Cash
5000,36 months,8.81,,n/a,MORTGAGE,122000,Not Verified,01-11-2018,Current,Debt consolidation,CA,14.28,485.47,0,01-02-2019,35,Individual,,0,795592,12842,11,Cash
9300,36 months,7.56,,< 1 year,MORTGAGE,65000,Verified,01-11-2018,Current,Debt consolidation,GA,7.94,884.28,0,01-02-2019,,Joint App,80000,0,161887,6763,4,Cash
6000,36 months,8.46,,n/a,OWN,20000,Not Verified,01-11-2018,Current,Home improvement,NV,14.35,563.67,0,01-02-2019,,Individual,,0,2177,149,0,Cash
4000,36 months,10.72,AP Supervisor,10+ years,OWN,95000,Source Verified,01-11-2018,Current,Other,AZ,13.37,386.53,0,01-02-2019,,Individual,,0,90660,89239,0,Cash
14000,60 months,18.94,Service Technician,10+ years,MORTGAGE,38000,Verified,01-11-2018,Current,Credit card refinancing,KS,23.25,1066.03,0,01-02-2019,,Joint App,92300,0,127220,0,2,Cash
30000,60 months,8.81,Market partner,6 years,OWN,104000,Source Verified,01-11-2018,Current,Debt consolidation,CA,30.04,1837.95,0,01-02-2019,,Individual,,0,63942,33514,0,DirectPay
15000,60 months,18.94,,n/a,MORTGAGE,57600,Verified,01-11-2018,Current,Debt consolidation,NC,34.08,1142.18,0,01-02-2019,,Joint App,84600,0,234709,49078,6,Cash
28250,36 months,7.02,CEO,8 years,MORTGAGE,225000,Verified,01-11-2018,Current,Business,FL,13.93,2601.09,0,01-02-2019,39,Individual,,0,494052,36278,2,Cash
3000,36 months,12.98,Office Administrator,10+ years,MORTGAGE,40000,Source Verified,01-11-2018,Current,Home buying,NC,28.59,299.94,0,01-02-2019,,Individual,,0,129971,20705,4,Cash
10000,60 months,11.8,Agent,4 years,RENT,35000,Not Verified,01-11-2018,Current,Debt consolidation,TX,37.18,657.76,0,01-02-2019,,Individual,,0,18280,10698,0,Cash
10000,36 months,16.91,Mechanical Designer,5 years,RENT,74697,Not Verified,01-11-2018,Current,Debt consolidation,OK,17.88,1058.85,0,01-02-2019,66,Individual,,0,42057,37334,0,Cash
15000,36 months,7.56,Captain,4 years,RENT,85000,Not Verified,01-11-2018,Current,Credit card refinancing,MO,14.17,1394.73,0,01-02-2019,,Individual,,0,28503,17030,0,Cash
6000,36 months,11.8,Customer Service Representative,3 years,MORTGAGE,39000,Not Verified,01-11-2018,Current,Other,FL,11.51,596.17,0,01-02-2019,,Individual,,0,6798,3306,0,Cash
11000,36 months,13.56,Sr. Software Engineer,2 years,RENT,108000,Source Verified,01-11-2018,Fully Paid,Home buying,NC,0.86,11196.998531333,0,01-12-2018,,Individual,,0,769,0,0,Cash
10000,60 months,16.14,Collateral analyst,10+ years,MORTGAGE,71000,Not Verified,01-11-2018,Current,Debt consolidation,NJ,16.77,722.82,0,01-02-2019,,Individual,,0,146295,11938,2,Cash
5000,36 months,12.98,installer,10+ years,MORTGAGE,65000,Not Verified,01-11-2018,Current,Other,MT,16.78,501.68,0,01-02-2019,,Individual,,0,173377,11995,2,Cash
12000,36 months,16.14,Auto body Technician,10+ years,OWN,38000,Verified,01-11-2018,Current,Debt consolidation,KY,10.9,1257.4,0,01-02-2019,,Individual,,0,6418,6418,0,Cash
40000,36 months,13.56,Sanitation inspector,10+ years,MORTGAGE,87000,Verified,01-11-2018,Current,Debt consolidation,NY,20.22,4045.61,0,01-02-2019,,Joint App,167000,0,422347,14132,5,Cash
15000,60 months,17.97,,< 1 year,OWN,55000,Not Verified,01-11-2018,Current,Credit card refinancing,CA,24.37,1127,0,01-02-2019,,Individual,,0,447440,95051,1,DirectPay
12000,60 months,17.97,Teacher,10+ years,RENT,52000,Source Verified,01-11-2018,Current,Credit card refinancing,VA,20.59,889.63,0,01-02-2019,,Individual,,0,30049,19461,0,Cash
15000,36 months,23.4,Heavy equipment operator,3 years,OWN,40000,Source Verified,01-11-2018,Current,Debt consolidation,AR,47.58,1731.84,0,01-02-2019,,Joint App,121000,0,39180,21859,0,Cash
8000,36 months,11.31,ACCOUNTS PAYABLE,1 year,RENT,52000,Not Verified,01-11-2018,Current,Credit card refinancing,NJ,16.3,769.17,0,01-02-2019,,Individual,,0,28735,23065,0,Cash
6000,36 months,26.31,Technician,4 years,OWN,40000,Verified,01-11-2018,Current,Home improvement,MO,36.18,710.68,0,01-02-2019,,Joint App,74000,0,171337,33964,2,Cash
10000,36 months,15.02,Maintenance,8 years,MORTGAGE,33000,Not Verified,01-11-2018,Current,Debt consolidation,IL,11.38,1023.59,0,01-02-2019,,Individual,,0,9857,0,1,Cash
10000,36 months,7.56,Associate Director IT,10+ years,MORTGAGE,74500,Source Verified,01-11-2018,Current,Debt consolidation,FL,17.69,925.62,0,01-02-2019,,Individual,,0,513406,283847,1,DirectPay
20000,36 months,11.31,Brand Manager,10+ years,MORTGAGE,50000,Source Verified,01-11-2018,Current,Credit card refinancing,CA,3.91,1972.88,0,01-02-2019,,Individual,,0,7093,0,0,Cash
9000,36 months,6.11,Production Planning Manager,8 years,RENT,168000,Not Verified,01-11-2018,Current,Moving and relocation,KY,10.26,816.64,0,01-02-2019,,Individual,,0,45877,44486,4,Cash
7200,36 months,23.4,Analyst,2 years,RENT,35000,Not Verified,01-11-2018,Current,Debt consolidation,MI,21.06,821.94,0,01-02-2019,,Joint App,160000,0,51414,48712,0,Cash
10000,60 months,26.31,Baker,5 years,OWN,39000,Not Verified,01-11-2018,Current,Credit card refinancing,WI,28.49,874.52,0,01-02-2019,,Individual,,0,28056,13755,0,Cash
35000,36 months,7.56,Applications Developer,1 year,RENT,150000,Not Verified,01-11-2018,Current,Debt consolidation,AL,11.38,3247.02,0,01-02-2019,,Individual,,0,45327,44146,0,Cash
20000,36 months,11.8,Mechanic A,3 years,RENT,90000,Verified,01-11-2018,Current,Debt consolidation,NY,11.89,1869.15,0,01-02-2019,9,Individual,,0,41946,28277,0,Cash
5000,36 months,13.56,,n/a,MORTGAGE,50400,Not Verified,01-11-2018,Current,Debt consolidation,OH,3.57,498.13,15,01-02-2019,,Individual,,0,162106,0,7,Cash
18000,36 months,8.19,Production Assistant,1 year,RENT,30000,Source Verified,01-11-2018,Current,Debt consolidation,FL,26.56,1680.54,0,01-02-2019,,Individual,,0,12237,8981,1,Cash
40000,60 months,18.94,custodian,2 years,MORTGAGE,25000,Verified,01-11-2018,Current,Debt consolidation,OH,125.11,3024.75,0,01-02-2019,,Joint App,112000,0,174740,40593,2,Cash
29000,36 months,13.56,Registered Nurse,10+ years,RENT,65000,Not Verified,01-11-2018,Current,Credit card refinancing,IL,18.35,2911.22,0,01-02-2019,,Individual,,0,21524,0,0,Cash
